customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,multiple_lines_no,multiple_lines_no_phone_service,multiple_lines_yes,online_security_no,online_security_no_internet_service,online_security_yes,online_backup_no,online_backup_no_internet_service,online_backup_yes,device_protection_no,device_protection_no_internet_service,device_protection_yes,tech_support_no,tech_support_no_internet_service,tech_support_yes,streaming_tv_no,streaming_tv_no_internet_service,streaming_tv_yes,streaming_movies_no,streaming_movies_no_internet_service,streaming_movies_yes,contract_type_month-to-month,contract_type_one_year,contract_type_two_year,internet_service_type_dsl,internet_service_type_fiber_optic,internet_service_type_none,payment_type_bank_transfer_(automatic),payment_type_credit_card_(automatic),payment_type_electronic_check,payment_type_mailed_check
0128-MKWSG,Female,Non-Senior,No,Yes,26,No,No phone service,Yes,No,No,Yes,No,Yes,No,45.8,1147.0,0,Month-to-month,DSL,Mailed check,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes
0129-KPTWJ,Male,Non-Senior,Yes,No,72,Yes,No,No,No,Yes,No,Yes,Yes,Yes,94.65,6747.35,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0129-QMPDR,Male,Non-Senior,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.5,865.05,0,One year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No
0130-SXOUN,Male,Non-Senior,No,No,66,Yes,Yes,No,Yes,No,No,No,Yes,No,89.4,5976.9,0,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
0133-BMFZO,Female,Non-Senior,No,No,2,Yes,No,Yes,Yes,No,Yes,No,No,Yes,86.25,181.65,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
0134-XWXCE,Female,Senior,No,No,44,Yes,No,No,No,Yes,Yes,Yes,Yes,No,74.85,3268.05,0,One year,DSL,Bank transfer (automatic),Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
0135-NMXAP,Female,Non-Senior,No,No,12,Yes,Yes,No,Yes,No,No,Yes,No,Yes,89.75,1052.4,1,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
0136-IFMYD,Male,Senior,Yes,No,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,109.95,7634.25,0,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
0137-OCGAB,Female,Non-Senior,No,No,1,Yes,Yes,No,Yes,No,No,No,No,Yes,80.2,80.2,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
0137-UDEUO,Female,Non-Senior,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,63.75,1,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
0139-IVFJG,Female,Non-Senior,Yes,No,2,Yes,No,Yes,Yes,No,No,Yes,No,No,90.35,190.5,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
0141-YEAYS,Female,Senior,No,No,27,Yes,Yes,No,Yes,Yes,No,No,No,Yes,86.45,2401.05,0,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
0142-GVYSN,Male,Non-Senior,No,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.3,511.25,0,Month-to-month,None,Electronic check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No
0147-ESWWR,Female,Senior,Yes,No,39,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,101.25,3949.15,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0148-DCDOS,Male,Non-Senior,No,No,25,Yes,Yes,No,No,No,No,Yes,Yes,Yes,94.7,2362.1,1,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
0151-ONTOV,Female,Non-Senior,No,No,1,Yes,No,No,No,No,No,No,No,No,70.9,70.9,1,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
0156-FVPTA,Male,Non-Senior,Yes,No,22,Yes,No,Yes,No,No,Yes,No,No,Yes,54.2,1152.7,1,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
0164-APGRB,Female,Non-Senior,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.9,8496.7,0,Two year,Fiber optic,Electronic check,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
0164-XAIRP,Female,Non-Senior,No,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.55,470.2,0,Two year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
0168-XZKBB,Female,Non-Senior,Yes,No,19,Yes,Yes,No,No,No,No,Yes,No,Yes,86.85,1564.4,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
0174-QRVVY,Male,Non-Senior,Yes,Yes,71,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.35,1847.55,0,Two year,None,Credit card (automatic),No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No
0177-PXBAT,Male,Senior,Yes,No,33,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,109.9,3694.7,0,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
0178-CIIKR,Female,Non-Senior,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,58.0,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
0178-SZBHO,Male,Non-Senior,Yes,Yes,47,Yes,Yes,No,Yes,No,No,Yes,No,No,87.2,4017.45,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
0181-RITDD,Male,Non-Senior,Yes,Yes,62,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,108.15,6825.65,0,Two year,Fiber optic,Mailed check,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes
0186-CAERR,Male,Non-Senior,No,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.3,8309.55,0,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
0187-QSXOE,Male,Senior,Yes,No,7,Yes,No,No,No,No,No,Yes,Yes,Yes,89.0,605.45,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0187-WZNAB,Female,Non-Senior,Yes,Yes,27,Yes,No,Yes,No,No,No,No,No,No,74.4,1972.35,0,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
0188-GWFLE,Male,Non-Senior,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,33.7,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
0191-EQUUH,Female,Non-Senior,No,Yes,25,No,No phone service,Yes,No,No,Yes,No,No,No,35.05,844.45,0,Two year,DSL,Bank transfer (automatic),No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
0191-ZHSKZ,Male,Senior,No,No,30,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,74.75,2111.3,0,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
0193-ESZXP,Female,Senior,Yes,No,58,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,105.5,6205.5,1,One year,Fiber optic,Credit card (automatic),Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
0195-IESCP,Male,Non-Senior,Yes,No,10,Yes,Yes,No,No,No,No,No,Yes,Yes,85.25,855.3,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0196-JTUQI,Female,Non-Senior,No,No,9,Yes,Yes,No,No,No,No,No,No,Yes,75.2,633.85,0,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
0196-VULGZ,Female,Senior,Yes,No,6,Yes,Yes,No,No,No,No,No,Yes,Yes,84.35,474.9,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0197-PNKNK,Female,Non-Senior,Yes,Yes,69,Yes,Yes,Yes,No,Yes,No,No,No,No,84.45,5848.6,0,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
0201-MIBOL,Female,Senior,No,No,66,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,102.4,6471.85,0,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No
0201-OAMXR,Female,Non-Senior,No,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,115.55,8127.6,1,One year,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
0203-HHYIJ,Male,Non-Senior,No,No,25,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.3,676.35,1,One year,None,Bank transfer (automatic),No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No
0206-OYVOC,Female,Non-Senior,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.25,864.2,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
0206-TBWLC,Female,Non-Senior,Yes,No,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,114.65,6049.5,0,One year,Fiber optic,Mailed check,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
0207-MDKNV,Female,Non-Senior,No,No,15,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,105.1,1582.75,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0208-BPQEJ,Female,Non-Senior,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,198.1,0,Month-to-month,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No
0212-ISBBF,Female,Non-Senior,No,No,22,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,50.35,1098.85,0,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
0214-JHPFW,Female,Non-Senior,Yes,No,70,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,No,57.8,4039.3,0,Two year,DSL,Bank transfer (automatic),No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
0215-BQKGS,Male,Non-Senior,No,No,30,Yes,No,Yes,Yes,Yes,No,No,No,Yes,84.3,2438.6,0,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
0218-QNVAS,Male,Non-Senior,Yes,Yes,71,Yes,Yes,No,Yes,No,No,Yes,Yes,No,100.55,7113.75,0,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
0219-QAERP,Male,Non-Senior,Yes,No,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.8,576.65,0,One year,None,Credit card (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No
0219-YTZUE,Male,Non-Senior,Yes,Yes,4,Yes,Yes,No,Yes,Yes,No,No,No,Yes,84.8,371.9,1,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
0220-EBGCE,Male,Non-Senior,No,No,2,Yes,No,No,No,Yes,No,No,Yes,Yes,85.85,167.3,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0221-NAUXK,Male,Non-Senior,No,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.95,219.5,0,One year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No
0221-WMXNQ,Male,Senior,No,No,4,Yes,No,Yes,No,No,No,No,No,No,75.35,273.4,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
0222-CNVPT,Male,Senior,No,No,52,No,No phone service,Yes,No,No,No,Yes,Yes,Yes,48.8,2555.05,0,Month-to-month,DSL,Credit card (automatic),No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No
0224-HJAPT,Male,Non-Senior,No,No,5,Yes,Yes,No,No,No,No,No,No,No,47.15,223.15,1,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
0224-NIJLP,Male,Non-Senior,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,165.5,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
0224-RLWWD,Female,Senior,No,No,2,Yes,No,No,No,No,No,No,No,Yes,44.3,89.3,0,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
0225-ZORZP,Male,Non-Senior,No,No,3,Yes,No,No,Yes,No,No,No,Yes,No,84.3,235.05,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0228-MAUWC,Male,Non-Senior,No,No,19,Yes,Yes,No,No,Yes,Yes,No,No,No,59.55,1144.6,0,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
0229-LFJAF,Male,Non-Senior,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,69.65,4908.25,0,Two year,DSL,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
0230-UBYPQ,Male,Senior,Yes,No,63,No,No phone service,Yes,No,No,Yes,No,No,No,36.1,2298.9,0,One year,DSL,Bank transfer (automatic),No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No
0230-WEQUW,Male,Non-Senior,Yes,No,66,No,No phone service,Yes,Yes,Yes,Yes,Yes,No,Yes,56.6,3789.2,0,Two year,DSL,Bank transfer (automatic),No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
0231-LXVAP,Male,Non-Senior,No,No,1,Yes,No,No,No,No,Yes,No,No,Yes,75.9,75.9,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
0233-FTHAV,Female,Non-Senior,No,No,60,Yes,Yes,No,No,Yes,No,No,No,Yes,79.2,4765.0,0,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
0234-TEVTT,Female,Non-Senior,Yes,Yes,48,No,No phone service,Yes,No,Yes,No,No,Yes,No,45.0,2196.3,0,One year,DSL,Credit card (automatic),No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
0235-KGSLC,Female,Non-Senior,No,No,1,Yes,No,No,No,Yes,No,Yes,No,Yes,85.55,85.55,1,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
0236-HFWSV,Male,Non-Senior,No,No,15,Yes,Yes,No,No,No,No,Yes,Yes,Yes,93.35,1444.65,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0237-YFUTL,Female,Non-Senior,Yes,No,50,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,109.65,5405.8,0,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
0238-WHBIQ,Male,Non-Senior,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.7,6339.3,0,Two year,DSL,Credit card (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
0239-OXEXL,Female,Non-Senior,No,No,46,Yes,Yes,Yes,Yes,No,No,No,No,No,84.25,3847.6,0,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
0244-LGNFY,Female,Non-Senior,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,92.65,6733.0,0,Two year,DSL,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
0247-SLUJI,Male,Non-Senior,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,19.7,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
0248-IPDFW,Female,Non-Senior,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,50.1,50.1,0,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
0248-PGHBZ,Female,Senior,No,No,67,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,92.45,6140.85,0,Two year,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
0253-ZTEOB,Female,Non-Senior,Yes,Yes,48,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,79.65,3870.3,0,Two year,DSL,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
0254-FNMCI,Female,Non-Senior,No,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,109.9,7624.2,0,Two year,Fiber optic,Electronic check,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
0254-KCJGT,Male,Non-Senior,Yes,No,52,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,81.4,4354.45,0,One year,DSL,Credit card (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
0254-WWRKD,Female,Non-Senior,Yes,Yes,67,Yes,No,No,Yes,No,No,No,No,No,50.55,3431.75,0,One year,DSL,Credit card (automatic),Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
0256-LTHVJ,Female,Non-Senior,Yes,Yes,28,Yes,No,No,No,No,No,No,Yes,Yes,81.05,2227.1,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
0257-KXZGU,Female,Non-Senior,Yes,Yes,32,Yes,Yes,No,Yes,Yes,No,No,No,No,62.45,2045.55,0,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
0257-ZESQC,Female,Senior,Yes,No,27,Yes,No,Yes,No,No,No,No,No,Yes,75.2,1929.35,1,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
0258-NOKBL,Male,Non-Senior,No,No,3,Yes,No,No,Yes,Yes,No,No,Yes,No,90.4,268.45,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
